ID,gender,region,age,city,q1_rating,q1_reason,q2_rating,q2_reason,q2_reason-Comment,q3_rating,q3_reason,q4_1_rating,q5_1_rating,rating_outside_توفر المنتجات البترولية,rating_outside_المسافات بين المحطات,rating_outside_النظافة العامة لمرافق المحطة,rating_outside_نظافة وصيانة المسجد,rating_outside_نظافة دورات المياه,rating_outside_مظهر العاملين,rating_outside_تنوع العلامات التجارية (مطاعم ومقاهي),rating_outside_مستوى التموينات,rating_outside_خدمات السيارات (مغسلة - تغيير زيوت...),rating_inside_توفر المنتجات البترولية,rating_inside_المسافات بين المحطات,rating_inside_النظافة العامة لمرافق المحطة,rating_inside_توفر المصليات,rating_inside_توفر دورات المياه,rating_inside_مظهر العاملين,rating_inside_التموينات,rating_inside_خدمة تعبئة الماء والهواء المجانية,question1,HappendAt,InstanceId
90,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الخرج","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","2","3","4","1","2","1","1","3","1","4","4","4","1","1","2","1","2","3","5","طريق الرياض مكه والعكس عدم نظافة دورات المياه وتباعد المحطات يل ليت تكون فرق تفتيشيه ومخالفات مغلظه لتفادي هذي المشاكل","5/1/2025, 5:37:09 PM",
91,"ذكر","منطقة الجوف","من 40 إلى 55 سنة","دومة الجندل","4",,"4",,,"5",,"4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:37:40 PM",
92,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الدمام","5",,"3","other","فئاه ثلاثه من البنزين","5",,"5","5",,,,,,,,,,,,,,,,,,"تمنى انه يكون هناه فئاه ثلاثه من البنزين بجوده اقل او اعلاء اسوه بدول الخليج ","5/1/2025, 7:11:45 PM",
93,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/20/2025, 4:48:09 AM",
94,"ذكر","منطقة المدينة المنورة","من 40 إلى 55 سنة","المدينة المنورة","5",,"1","عدم توفر وقود 95",,"5",,"4","1",,,,,,,,,,"2","5","5","5","3","3","5","2","اغلب محطات الوقود بالمدينة المنورةلا يتوفر فيها بنزين 95 أرجو الاهتمام في هذا الموضوع ","5/19/2025, 10:38:03 AM",
95,"ذكر","منطقة القصيم","من 30 إلى 39 سنة","رياض الخبراء","5",,"5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","3","5","5","5","3","3","2","4","3","5",,,,,,,,,,"اتمنى الدفع ببطاقات أتمان","5/18/2025, 5:19:46 PM",
96,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","5",,"4",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:19:19 PM",
97,"ذكر","منطقة الرياض","أكثر من 60 سنة","المزاحمية","4",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"ان يكون هناك متابعه من ناحية الخدمات. مثل المساجد ونظافتها ودورات المياه ونظفتها","5/1/2025, 6:46:47 PM",
98,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الأحساء","5",,"5",,,"5",,"3","4","4","3","2","3","1","3","4","4","3",,,,,,,,,"اهم شيء الاهتمام في دورات المياه ووضع قوانين صارمة بشأن النظافة ووضع مكان لتعليق الملابس، شكرا لكم 💙","5/1/2025, 7:28:34 PM",
99,"ذكر","منطقة حائل","من 40 إلى 55 سنة","حائل","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","5",,,"4",,"3","3","5","5","3","1","1","2","1","2","3","5","5","2","2","1","2","3","3","اتمنى تكون المحطات كما رايناها في الامارات كمستوى عام تطور ونظافه وتبتكار بالشكل والخدمه ","5/1/2025, 10:07:46 PM",
100,"ذكر","منطقة الجوف","من 30 إلى 39 سنة","سكاكا","3","ضعف التقدم في تطوير المحطات","5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/3/2025, 11:23:03 AM",
101,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","1","3","2","4","1","1","1","2","3","3","3","4","3","3","3","1","2","3","1",,"5/18/2025, 5:40:51 PM",
102,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","قرية العليا","4",,"4",,,"5",,"3","5","4","5","4","4","3","4","4","4","4",,,,,,,,,"ممتازين ","5/19/2025, 1:41:44 AM",
103,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","الطائف","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","2","4","4","1","3","3","2","4","3","3","3",,,,,,,,,"الدفع بالبطاقات الاتمانيه توفر الخدمات ونظافة النفقات ومتابعة جودة البنزين والحد من الغش ","5/1/2025, 9:00:26 PM",
104,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","ثادق","3","التفاوت في الخدمات المقدمة","4",,,"5",,"3","4","4","3","4","4","3","4","4","5","2",,,,,,,,,"الصرامة والتشديد في مراقبة توزيع الوقود فنلاحظ اختلاف جودة الوقود من محطة لمحطة","5/1/2025, 8:10:24 PM",
105,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"ممتازة ومتوفرة ","5/1/2025, 5:40:53 PM",
106,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/24/2025, 10:40:58 AM",
107,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود
other","4",,,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","3","2","1","1","3","2","3","3","2","2","3","3","1","2","1","2","3","2","المحطات كثيرة في المدن يمكن اكثر من اللازم. ومع ذلك غير مكتملة الخدمات!. يوجد نقص في المحطات في طريق الرياض المدينة المنورة وكذلك الرياض بيشه!","5/1/2025, 6:11:26 PM",
108,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","2","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"5",,"2","3","4","4","2","2","1","2","3","3","4","5","3","3","2","1","3","4","3","رفع مستوى الخدمات في المحطات، توفير عاملين للنظافة في دورات المياه والمصليات مع توفير صابون للغسيل","5/1/2025, 9:41:25 PM",
109,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","5",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"صباح الجمعة يجب عمل المحطات داخل المدن وخارجها ","5/1/2025, 11:16:22 PM",
110,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"5",,"2","4","4","4","2","2","1","4","2","4","4",,,,,,,,,"التركيز على النظافة سواء بالمصلى ودورات المياه وخزانات الوقود الارضية ","5/18/2025, 5:17:40 PM",
111,"ذكر","منطقة الجوف","من 30 إلى 39 سنة","طبرجل","3","المظهر العام لمحطات الوقود","2","عدم توفر ديزل
عدم توفر وقود 95",,"2","عدم توفر الدفع بالمحافظ الرقمية","4","2",,,,,,,,,,"3","5","2","3","3","3","3","1",,"5/18/2025, 8:34:32 PM",
112,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"4","3",,,,,,,,,,"3","5","3","1","1","3","5","2",,"5/5/2025, 6:53:47 AM",
113,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","4",,,"4",,"4","3",,,,,,,,,,"5","5","2","3","3","3","4","2",,"5/18/2025, 5:21:56 PM",
114,"ذكر","منطقة مكة المكرمة","من 18 إلى 29 سنة","جدة","4",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"تخفيض أسعار البترول ","5/1/2025, 5:41:33 PM",
115,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","4",,"5",,,"4",,"4","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:16:00 PM",
116,"ذكر","منطقة جازان","من 40 إلى 55 سنة","جازان","1","ضعف التقدم في تطوير المحطات","5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","2","4","5","3","1","3","3","2","1","4","3",,,,,,,,,,"5/19/2025, 2:41:47 AM",
117,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","5",,"5",,,"5",,"3","5","4","4","3",,"2","3","5","5","4",,,,,,,,,,"5/18/2025, 7:50:48 PM",
118,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","3","other","5",,,"4",,"4","5",,,,,,,,,,,,,,,,,,"الاهتمام بنظافة ارضيه المحطات حيث الاحظ وجود اكياس وقوارير ماء مرمية ","5/18/2025, 6:21:46 PM",
119,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الدوادمي","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"5",,"2","4","3","3","2","1","2","4","4","2","3",,,,,,,,,"مزيد من الإجراءات ","5/18/2025, 6:01:33 PM",
120,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","1","other
عدم توفر وقود 91
عدم توفر وقود 95
عدم توفر ديزل","عماله قاليه في المحطة","1","عدم توفر الدفع بالبطاقات الائتمانية","1","1","1","1","1","1","1",,"1","1","1","1","1","1","1","1","1","1","1","نظافه المحطة  كثرت العمل فيها المساجد ان يكون كبير وتجتيد المحطه مثل غيرها من المحطات انا يكون مطعم للقالزبان وتكون نظيفة وانايكون دورات المياه بها عامل نظافه وانا يكون لبسين زي رسمي حق المحطات ","5/1/2025, 6:32:13 PM",
121,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
other","5",,,"5",,"3","3","5","4","1","1","1","3","1","1","1","5","5","1","1","1","2","1","2","نأمل مشاركة عقول مختلفة لدراسة الحلول وتطوير نماذج ملائمة لمختلف المساحات والمناطق، لكفاءة العمل وعدم حدوث ازدحام وعشوائية. ، وشكرا لكم","5/18/2025, 4:54:53 PM",
122,"ذكر","منطقة المدينة المنورة","من 30 إلى 39 سنة","ينبع","2","ضعف التقدم في تطوير المحطات
other","5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","1","2","5","5","2","3","1","3","2","2","2","5","5","3","3","1","4","3","5","1- الدفع بطاقة الفيزا 2- نظافة دورات المياة 3- تغير تصميم أشكال المحطات الوقود كي يتناسب مع رؤية 2030 اي شخص يرفض التغير خلال مدة 6 اشهر يتم اغلاق المحطة ومخالفة ","5/1/2025, 8:00:11 PM",
123,"ذكر","منطقة عسير","من 30 إلى 39 سنة","أحد رفيدة","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات
other","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","2","4","5","4","3","4","3","4","2","2","3",,,,,,,,,,"5/1/2025, 7:31:17 PM",
124,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","1","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
other","5",,,"5",,"4","3",,,,,,,,,,"5","4","1","2","4","5","5","5","أرجو منكم النظر في اقتراحي في تطبيق الدفع المسبق لتفادي اي هروب من المحطات مما يسبب في معظم الأحيان هروب العميل خطور على العامة أثناء سرعته وقت الهروب لا سمح الله اصطدام بسيارة أخرى بشخص ضرر لعامل المحطة جميع الاحتمالات موجودة ، لذى يفضل لتفادي مثل هذه المشكلات ولتطوير المحطات بشكل افضل ان يكون مقدم الخدمة لمحطات الوقود بتوفير وسائل الدفع قبل التعبئة وان تكون ثابته بحيث في حال تغيب العامل يمكن للعميل استغلال الفرصة والتعبئة في الوقت الذي يشاء ، ولكم الأمر ، شكراً لإهتمامكم  ","5/1/2025, 7:23:11 PM",
125,"أنثى","منطقة الرياض","من 40 إلى 55 سنة","الخرج","4",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"حركة ان العامل لازم يزود بسعر البنزين بعد مايوقف تعبئه تضايق ","5/18/2025, 6:08:24 PM",
126,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الجبيل","5",,"5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","4","5",,,,,,,,,,,,,,,,,,"وضع لوحات تعلم المسافر عن وجود مسافة كبيرة بدون محطة، مثلاً قبل اخر محطة توضع لوحة (المحطة القادمة ٢ كم، والمحطة التالية ١٠٠ كم) حتى يخطط المسافر متى يتوقف للتزود بالوقود، وتوفير محطات اكثر خارج المدن حتى لا ينقطع احد بدون وقود. لكن بكل حال اشوف ان كثافة المحطات جيدة، خاصةً في طرق السفر الرئيسية كثافتها ممتازة. ","5/1/2025, 7:23:10 PM",
127,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"3","4","3","3","3","3","3","3","4","4","4",,,,,,,,,,"5/1/2025, 6:01:28 PM",
128,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","المجمعة","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"زيادة الاهتمام ومتابعة محطات الوقود في الطرق السريعة واشكركم على جهودكم","5/18/2025, 5:17:52 PM",
129,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","3","ضعف التقدم في تطوير المحطات","5",,,"4",,"3","4","4","4","3","3","2","3","3","3","3",,,,,,,,,"يجب تطبيق مخالفات على نظافه المرافق ","5/1/2025, 6:02:22 PM",
130,"ذكر","منطقة عسير","من 40 إلى 55 سنة","خميس مشيط","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:56:05 PM",
131,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 7:30:33 PM",
132,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","3","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
other","3","عدم توفر وقود 95",,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","3","4","2","2","3","2","3","2","3","3","2","2","3","3","2","3","3","2",,"5/18/2025, 10:16:49 PM",
133,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,," في مبالغة بزيادة عدد المحطات ","5/2/2025, 2:04:17 AM",
134,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","4",,"4",,,"5",,"3","5","4","5","4","4","1","4","4","4","4",,,,,,,,,,"5/1/2025, 7:02:56 PM",
